"Japanese","English"
"//Text $1AD3D0
#WRITE(ptr,$18D2DC)
リライズで、水属性ダメージを半減[LINE]
できる「水属性耐性」を付加する[LINE]
宝石に変化する。[END]
","//Text $1AD3D0
#WRITE(ptr,$18D2DC)
Rerise into a gem that reduces[LINE]
[Sign_Water] damage by half.[LINE]
[END]
"
"//Text $1AD3B8
#WRITE(ptr,$18D2F4)
[Sign_8]アースマテリアル[END]
","//Text $1AD3B8
#WRITE(ptr,$18D2F4)
[Sign_8]Earth Material[END]
"
"//Text $1AD360
#WRITE(ptr,$18D2F8)
リライズで、地属性ダメージを半減[LINE]
できる「地属性耐性」を付加する[LINE]
宝石に変化する。[END]
","//Text $1AD360
#WRITE(ptr,$18D2F8)
Rerise into a gem that reduces[LINE]
[Sign_Earth] damage by half.[LINE]
[END]
"
"//Text $1AD348
#WRITE(ptr,$18D310)
[Sign_8]ゲイルマテリアル[END]
","//Text $1AD348
#WRITE(ptr,$18D310)
[Sign_8]Gale Material[END]
"
"//Text $1AD2F0
#WRITE(ptr,$18D314)
リライズで、風属性ダメージを半減[LINE]
できる「風属性耐性」を付加する[LINE]
宝石に変化する。[END]
","//Text $1AD2F0
#WRITE(ptr,$18D314)
Rerise into a gem that reduces[LINE]
[Sign_Wind] damage by half.[LINE]
[END]
"
"//Text $1AD2D8
#WRITE(ptr,$18D32C)
[Sign_8]ライトマテリアル[END]
","//Text $1AD2D8
#WRITE(ptr,$18D32C)
[Sign_8]Light Material[END]
"
"//Text $1AD280
#WRITE(ptr,$18D330)
リライズで、光属性ダメージを半減[LINE]
できる「光属性耐性」を付加する[LINE]
宝石に変化する。[END]
","//Text $1AD280
#WRITE(ptr,$18D330)
Rerise into a gem that reduces[LINE]
[Sign_Light] damage by half.[LINE]
[END]
"
"//Text $1AD268
#WRITE(ptr,$18D348)
[Sign_8]ダークマテリアル[END]
","//Text $1AD268
#WRITE(ptr,$18D348)
[Sign_8]Dark Material[END]
"
"//Text $1AD210
#WRITE(ptr,$18D34C)
リライズで、闇属性ダメージを半減[LINE]
できる「闇属性耐性」を付加する[LINE]
宝石に変化する。[END]
","//Text $1AD210
#WRITE(ptr,$18D34C)
Rerise into a gem that reduces[LINE]
[Sign_Dark] damage by half.[LINE]
[END]
"
"//Text $1AD1F0
#WRITE(ptr,$18D364)
[Sign_8]スラッシュマテリアル[END]
","//Text $1AD1F0
#WRITE(ptr,$18D364)
[Sign_8]Slash Material[END]
"
"//Text $1AD198
#WRITE(ptr,$18D368)
リライズで、斬属性ダメージを半減[LINE]
できる「斬属性耐性」を付加する[LINE]
宝石に変化する。[END]
","//Text $1AD198
#WRITE(ptr,$18D368)
Rerise into a gem that reduces[LINE]
[Sign_Slash] damage by half.[LINE]
[END]
"
"//Text $1AD180
#WRITE(ptr,$18D380)
[Sign_8]ブロウマテリアル[END]
","//Text $1AD180
#WRITE(ptr,$18D380)
[Sign_8]Strike Material[END]
"
"//Text $1AD128
#WRITE(ptr,$18D384)
リライズで、打属性ダメージを半減[LINE]
できる「打属性耐性」を付加する[LINE]
宝石に変化する。[END]
","//Text $1AD128
#WRITE(ptr,$18D384)
Rerise into a gem that reduces[LINE]
[Sign_Strike] damage by half.[LINE]
[END]
"
"//Text $1AD110
#WRITE(ptr,$18D39C)
[Sign_8]ショットマテリアル[END]
","//Text $1AD110
#WRITE(ptr,$18D39C)
[Sign_8]Shot Material[END]
"
"//Text $1AD0B8
#WRITE(ptr,$18D3A0)
リライズで、射属性ダメージを半減[LINE]
できる「射属性耐性」を付加する[LINE]
宝石に変化する。[END]
","//Text $1AD0B8
#WRITE(ptr,$18D3A0)
Rerise into a gem that reduces[LINE]
[Sign_Shot] damage by half.[LINE]
[END]
"
"//Text $1AD0A0
#WRITE(ptr,$18D3B8)
[Sign_8]ソニックマテリアル[END]
","//Text $1AD0A0
#WRITE(ptr,$18D3B8)
[Sign_8]Sonic Material[END]
"
"//Text $1AD048
#WRITE(ptr,$18D3BC)
リライズで、音属性ダメージを半減[LINE]
できる「音属性耐性」を付加する[LINE]
宝石に変化する。[END]
","//Text $1AD048
#WRITE(ptr,$18D3BC)
Rerise into a gem that reduces[LINE]
[Sign_Sonic] damage by half.[LINE]
[END]
"
"//Text $1AD030
#WRITE(ptr,$18D3D4)
[Sign_8]アタックマテリアル[END]
","//Text $1AD030
#WRITE(ptr,$18D3D4)
[Sign_8]Attack Material[END]
"
"//Text $1ACFE0
#WRITE(ptr,$18D3D8)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
攻撃力を一定時間上昇する宝石に[LINE]
変化する。[END]
","//Text $1ACFE0
#WRITE(ptr,$18D3D8)
Rerise into a gem that temporarily[LINE]
increases P. ATK with with [Square_ani2]＋[Down_blink].[END]
"
"//Text $1ACFC8
#WRITE(ptr,$18D3F0)
[Sign_8]マインドマテリアル[END]
","//Text $1ACFC8
#WRITE(ptr,$18D3F0)
[Sign_8]Mind Material[END]
"
"//Text $1ACF70
#WRITE(ptr,$18D3F4)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
術攻撃力を一定時間上昇する宝石に[LINE]
変化する。[END]
","//Text $1ACF70
#WRITE(ptr,$18D3F4)
Rerise into a gem that temporarily[LINE]
increases M. ATK with [Square_ani2]＋[Down_blink].[END]
"
"//Text $1ACF50
#WRITE(ptr,$18D40C)
[Sign_8]プロテクトマテリアル[END]
","//Text $1ACF50
#WRITE(ptr,$18D40C)
[Sign_8]Protect Material[END]
"
"//Text $1ACF00
#WRITE(ptr,$18D410)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
防御力を一定時間上昇する宝石に[LINE]
変化する。[END]
","//Text $1ACF00
#WRITE(ptr,$18D410)
Rerise into a gem that temporarily[LINE]
increases P. DEF with [Square_ani2]＋[Down_blink].[END]
"
"//Text $1ACEE8
#WRITE(ptr,$18D428)
[Sign_8]レジストマテリアル[END]
","//Text $1ACEE8
#WRITE(ptr,$18D428)
[Sign_8]Resist Material[END]
"
"//Text $1ACE90
#WRITE(ptr,$18D42C)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
術防御力を一定時間上昇する宝石に[LINE]
変化する。[END]
","//Text $1ACE90
#WRITE(ptr,$18D42C)
Rerise into a gem that temporarily[LINE]
increases M. DEF with [Square_ani2]＋[Down_blink].[END]
"
"//Text $1ACE78
#WRITE(ptr,$18D444)
[Sign_8]リカバーマテリアル[END]
","//Text $1ACE78
#WRITE(ptr,$18D444)
[Sign_8]Recover Material[END]
"
"//Text $1ACE20
#WRITE(ptr,$18D448)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
高確率で状態異常を解除する宝石に[LINE]
変化する。[END]
","//Text $1ACE20
#WRITE(ptr,$18D448)
Rerise into a gem that has a[LINE]
high chance to remove status[LINE]
ailments with [Square_ani2]＋[Down_blink].[END]
"
"//Text $1ACE08
#WRITE(ptr,$18D460)
[Sign_8]チェインマテリアル[END]
","//Text $1ACE08
#WRITE(ptr,$18D460)
[Sign_8]Chain Material[END]
"
"//Text $1ACDC0
#WRITE(ptr,$18D464)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
ＣＣを１加算する宝石に変化する。[LINE]
[END]
","//Text $1ACDC0
#WRITE(ptr,$18D464)
Rerise into a gem that increases[LINE]
CC by 1 with [Square_ani2]＋[Down_blink].[LINE]
[END]
"
"//Text $1ACDA0
#WRITE(ptr,$18D47C)
[Sign_8]フラッシュマテリアル[END]
","//Text $1ACDA0
#WRITE(ptr,$18D47C)
[Sign_8]Flash Material[END]
"
"//Text $1ACD50
#WRITE(ptr,$18D480)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
短時間完全回避する宝石に変化する。[LINE]
[END]
","//Text $1ACD50
#WRITE(ptr,$18D480)
Rerise into a gem that allows you[LINE]
to avoid damage for a short time[LINE]
with [Square_ani2]＋[Down_blink].[END]
"
"//Text $1ACD38
#WRITE(ptr,$18D498)
[Sign_8]ブラストマテリアル[END]
","//Text $1ACD38
#WRITE(ptr,$18D498)
[Sign_8]Blast Material[END]
"
"//Text $1ACCE8
#WRITE(ptr,$18D49C)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
ブラストゲージを加算する宝石に[LINE]
変化する。[END]
","//Text $1ACCE8
#WRITE(ptr,$18D49C)
Rerise into a gem that fills up[LINE]
the blast gauge with [Square_ani2]＋[Down_blink].[END]
"
"//Text $1ACCD0
#WRITE(ptr,$18D4B4)
[Sign_8]サプライマテリアル[END]
","//Text $1ACCD0
#WRITE(ptr,$18D4B4)
[Sign_8]Supply Material[END]
"
"//Text $1ACC78
#WRITE(ptr,$18D4B8)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
自分以外の味方のＣＣを[LINE]
加算させる宝石に変化する。[END]
","//Text $1ACC78
#WRITE(ptr,$18D4B8)
Rerise into a gem that increases[LINE]
the party's CC except the user's[LINE]
with [Square_ani2]＋[Down_blink].[END]
"
"//Text $1ACC60
#WRITE(ptr,$18D4D0)
[Sign_8]キュアマテリアル[END]
","//Text $1ACC60
#WRITE(ptr,$18D4D0)
[Sign_8]Cure Material[END]
"
"//Text $1ACC18
#WRITE(ptr,$18D4D4)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
ＨＰを回復する宝石に変化する。[LINE]
[END]
","//Text $1ACC18
#WRITE(ptr,$18D4D4)
Rerise into a gem that[LINE]
restores HP with [Square_ani2]＋[Down_blink].[LINE]
[END]
"
"//Text $1ACBF8
#WRITE(ptr,$18D4EC)
[Sign_8]フィジカルマテリアル[END]
","//Text $1ACBF8
#WRITE(ptr,$18D4EC)
[Sign_8]Physical Material[END]
"
"//Text $1ACBA0
#WRITE(ptr,$18D4F0)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
敵の防御を崩す攻撃判定が[LINE]
発生する宝石に変化する。[END]
","//Text $1ACBA0
#WRITE(ptr,$18D4F0)
Rerise into a gem that breaks[LINE]
an enemy's guard with [Square_ani2]＋[Down_blink].[LINE]
[END]
"
"//Text $1ACB80
#WRITE(ptr,$18D508)
[Sign_8]ディスペルマテリアル[END]
","//Text $1ACB80
#WRITE(ptr,$18D508)
[Sign_8]Dispel Material[END]
"
"//Text $1ACB30
#WRITE(ptr,$18D50C)
リライズで、戦闘中、[Square_ani2]＋[Down_blink]で、[LINE]
減少効果を打ち消す宝石に変化する。[LINE]
[END]
","//Text $1ACB30
#WRITE(ptr,$18D50C)
Rerise into a gem that removes[LINE]
de-buffs with [Square_ani2]＋[Down_blink].[END]
"
"//Text $1ACB18
#WRITE(ptr,$18D524)
[Sign_8]ライズマテリアル[END]
","//Text $1ACB18
#WRITE(ptr,$18D524)
[Sign_8]Rise Material[END]
"
"//Text $1ACAE0
#WRITE(ptr,$18D528)
リライズで、最小ＣＣを１増やす[LINE]
宝石に変化する。[LINE]
[END]
","//Text $1ACAE0
#WRITE(ptr,$18D528)
Rerise into a gem that[LINE]
increases min CC by 1.[LINE]
[END]
"
"//Text $1ACAC0
#WRITE(ptr,$18D540)
[Sign_8]エクシードマテリアル[END]
","//Text $1ACAC0
#WRITE(ptr,$18D540)
[Sign_8]Exceed Material[END]
"
"//Text $1ACA88
#WRITE(ptr,$18D544)
リライズで、最大ＣＣを１増やす[LINE]
宝石に変化する。[LINE]
[END]
","//Text $1ACA88
#WRITE(ptr,$18D544)
Rerise into a gem that[LINE]
increases max CC by 1.[LINE]
[END]
"
"//Text $1ACA68
#WRITE(ptr,$18D55C)
[Sign_8]ゼクシードマテリアル[END]
","//Text $1ACA68
#WRITE(ptr,$18D55C)
[Sign_8]Zexceed Material[END]
"
"//Text $1ACA30
#WRITE(ptr,$18D560)
リライズで、最大ＣＣを２増やす[LINE]
宝石に変化する。[LINE]
[END]
","//Text $1ACA30
#WRITE(ptr,$18D560)
Rerise into a gem that[LINE]
increases max CC by 2.[LINE]
[END]
"
"//Text $1ACA10
#WRITE(ptr,$18D578)
[Sign_8]バリアブルマテリアル[END]
","//Text $1ACA10
#WRITE(ptr,$18D578)
[Sign_8]Variable Material[END]
"
"//Text $1AC9D0
#WRITE(ptr,$18D57C)
リライズで、最小ＣＣと最大ＣＣを[LINE]
１増やす宝石に変化する。[LINE]
[END]
","//Text $1AC9D0
#WRITE(ptr,$18D57C)
Rerise into a gem that increases[LINE]
min and max CC by 1.[LINE]
[END]
"
"//Text $1AC9B0
#WRITE(ptr,$18D594)
[Sign_8]フィックスマテリアル[END]
","//Text $1AC9B0
#WRITE(ptr,$18D594)
[Sign_8]Fix Material[END]
"
"//Text $1AC978
#WRITE(ptr,$18D598)
リライズで、ＣＣを常に１５にする[LINE]
宝石に変化する。[LINE]
[END]
","//Text $1AC978
#WRITE(ptr,$18D598)
Rerise into a gem that[LINE]
locks CC to 15.[LINE]
[END]
"
"//Text $1AC960
#WRITE(ptr,$18D5B0)
[Sign_8]フラットマテリアル[END]
","//Text $1AC960
#WRITE(ptr,$18D5B0)
[Sign_8]Flat Material[END]
"
"//Text $1AC928
#WRITE(ptr,$18D5B4)
リライズで、ＣＣを平均で固定に[LINE]
する宝石に変化する。[LINE]
[END]
","//Text $1AC928
#WRITE(ptr,$18D5B4)
Rerise into a gem that sets the[LINE]
CC to the average of the min[LINE]
and max CC.[END]
"
"//Text $1AC908
#WRITE(ptr,$18D5CC)
[Sign_8]チェイサーマテリアル[END]
","//Text $1AC908
#WRITE(ptr,$18D5CC)
[Sign_8]Chaser Material[END]
"
"//Text $1AC8C8
#WRITE(ptr,$18D5D0)
リライズで、クリティカル時に[LINE]
ＣＣを＋１する宝石に変化する。[LINE]
[END]
","//Text $1AC8C8
#WRITE(ptr,$18D5D0)
Rerise into a gem that gives[LINE]
+1 CC on critical hits.[LINE]
[END]
"
"//Text $1AC8B0
#WRITE(ptr,$18D5E8)
[Sign_8]ホーリィマテリアル[END]
","//Text $1AC8B0
#WRITE(ptr,$18D5E8)
[Sign_8]Holy Material[END]
"
"//Text $1AC870
#WRITE(ptr,$18D5EC)
リライズで、一定時間毎に[LINE]
ＨＰが微量回復する宝石に変化する。[LINE]
[END]
","//Text $1AC870
#WRITE(ptr,$18D5EC)
Rerise into a gem that restores[LINE]
a small amount of HP over time.[END]
"
"//Text $1AC858
#WRITE(ptr,$18D604)
[Sign_8]ゲインマテリアル[END]
","//Text $1AC858
#WRITE(ptr,$18D604)
[Sign_8]Gain Material[END]
"
"//Text $1AC818
#WRITE(ptr,$18D608)
リライズで、敵を倒したときに、[LINE]
ＨＰが回復する宝石に変化する。[LINE]
[END]
","//Text $1AC818
#WRITE(ptr,$18D608)
Rerise into a gem that restores[LINE]
HP when you defeat an enemy.[LINE]
[END]
"
"//Text $1AC800
#WRITE(ptr,$18D620)
[Sign_8]ラピッドマテリアル[END]
","//Text $1AC800
#WRITE(ptr,$18D620)
[Sign_8]Rapid Material[END]
"
"//Text $1AC7C0
#WRITE(ptr,$18D624)
リライズで、敵を倒したときに、[LINE]
ＣＣを＋２する宝石に変化する。[LINE]
[END]
","//Text $1AC7C0
#WRITE(ptr,$18D624)
Rerise into a gem that gives +2[LINE]
CC when you defeat an enemy.[LINE]
[END]
"
"//Text $1AC7A0
#WRITE(ptr,$18D63C)
[Sign_8]テンションマテリアル[END]
","//Text $1AC7A0
#WRITE(ptr,$18D63C)
[Sign_8]Tension Material[END]
"
"//Text $1AC750
#WRITE(ptr,$18D640)
リライズで、敵を倒したときに、[LINE]
ブラストゲージが加算される宝石に[LINE]
変化する。[END]
","//Text $1AC750
#WRITE(ptr,$18D640)
Rerise into a gem that increases[LINE]
the blast gauge when you defeat[LINE]
an enemy.[END]
"
"//Text $1AC730
#WRITE(ptr,$18D658)
[Sign_8]アドバンスマテリアル[END]
","//Text $1AC730
#WRITE(ptr,$18D658)
[Sign_8]Advance Material[END]
"
"//Text $1AC6E8
#WRITE(ptr,$18D65C)
リライズで、エイミングダッシュ中[LINE]
物理攻撃を防御できる宝石に[LINE]
変化する。[END]
","//Text $1AC6E8
#WRITE(ptr,$18D65C)
Rerise into a gem that lets you guard[LINE]
physical attacks during a front step.[LINE]
[END]
"
"//Text $1AC6C8
#WRITE(ptr,$18D674)
[Sign_8]ストリクトマテリアル[END]
","//Text $1AC6C8
#WRITE(ptr,$18D674)
[Sign_8]Strict Material[END]
"
"//Text $1AC668
#WRITE(ptr,$18D678)
リライズで、フラッシュガード[LINE]
（敵の攻撃をひきつけてガード）[LINE]
でＣＣが２加算する宝石に変化する。[END]
","//Text $1AC668
#WRITE(ptr,$18D678)
Rerise into a gem that gives 2 CC[LINE]
upon a Flash Guard (Guard just[LINE]
before you receive an attack).[END]
"
"//Text $1AC648
#WRITE(ptr,$18D690)
[Sign_8]アブソーブマテリアル[END]
","//Text $1AC648
#WRITE(ptr,$18D690)
[Sign_8]Absorb Material[END]
"
"//Text $1AC5E8
#WRITE(ptr,$18D694)
リライズで、フラッシュガード[LINE]
（敵の攻撃をひきつけてガード）[LINE]
でＨＰが回復する宝石に変化する。[END]
","//Text $1AC5E8
#WRITE(ptr,$18D694)
Rerise into a gem that restores HP[LINE]
upon a Flash Guard (Guard just[LINE]
before you receive an attack).[END]
"
"//Text $1AC5D0
#WRITE(ptr,$18D6AC)
[Sign_8]デモンズマテリアル[END]
","//Text $1AC5D0
#WRITE(ptr,$18D6AC)
[Sign_8]Demons Material[END]
"
"//Text $1AC590
#WRITE(ptr,$18D6B0)
リライズで、獲得経験値が２倍に[LINE]
なる宝石に変化する。ただし……[LINE]
[END]
","//Text $1AC590
#WRITE(ptr,$18D6B0)
Rerise into a gem that doubles[LINE]
the experience gained. However...[END]
"
"//Text $1AC578
#WRITE(ptr,$18D6C8)
[Sign_8]エッジマテリアル[END]
","//Text $1AC578
#WRITE(ptr,$18D6C8)
[Sign_8]Edge Material[END]
"
"//Text $1AC530
#WRITE(ptr,$18D6CC)
リライズで、与えるダメージが２倍[LINE]
になる宝石に変化する。ただし……[LINE]
[END]
","//Text $1AC530
#WRITE(ptr,$18D6CC)
Rerise into a gem that doubles[LINE]
the damage dealt. However...[END]
"
