"Sub","Japanese Title","English Title","Japanese Location","English Location","Japanese Period","English Period","Japanese Reward","English Reward","Japanese Main Text","English Main Text","Japanese Image Text","English Image Text","Comments","Excel Table","Missable","Multipart","New Game+"
"061","フリーマン","Free Man","首都ダリルシェイド(→P190)","Darilsheid","No.43 ダリルシェイド到着~","No.43 Arriving in Darilsheid ~","各種称号、 ゲームパスワード","Various Titles","セインガルド城中にあるふたつの牢屋のうち、向か って右側の牢に投獄されている男に話しかけると発 生。 男から肩書きに関するレクチャーを受けられる。 イベント後に獲得できる称号「○○代表」は、称号名を 自由に変更できる「自由称号」 というもの。変更したい 場合はこの牢屋男に話しかければいい。","","","","","Excel Table","","",""
"062","愛国心①","Patriotism 1","首都ダリルシェイド (→P190)","Darilsheid","No.43 王様との謁見~No.58 ヒューゴ戦","No.43 Audience with the king ~ No.58 Fight against Hugo","-","-","発生期間中にダリルシェイドの港にいるイスアード に話しかけると発生。 彼は、 スタンたちに自分がアク アヴェイルの出身者であること、そのことを少しばか り気にかけていることを明かしてくれる。","","","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"063","将軍デート","The General's Date","首都ダリルシェイド(→P190)","Darilsheid","No.43 王様との謁見~No.58 ヒューゴ戦","No.43 Audience with the king ~ No.58 Fight against Hugo","-","-","フィリアに称号「やきもっちん」 をセットし、 ダリルシ エイドの宿屋の裏手にいる男と会話すると発生する。 男から七将軍のアスクスとミライナは恋仲らしく、積 極性を欠く彼らにシビレを切らしたルウェインが、ふ たりをデートに導いたという話が聞ける。","","男は七将軍の内情に詳し い人物。 彼の話から将軍た ちのプライベートがわかる。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"064","庶民派代将軍ドライデン","Popular General Dryden","首都ダリルシェイド (→P190)","Darilsheid","No.43 王様との謁見~No.64 ベルセリウム入手","No.43 Audience with the king ~ No.64 Berselium Acquired","マリー称号「奥様ネットワーカー」","Mary's title [Wife Networker]","マリーに「ダリスの妻」 をセットし、 ダリルシェイドの 宿屋そばで井戸端会議をしているおばさんたちに話 しかけると発生する。 七将軍のトップに君臨し、いつ も毅然とした態度を取るドライデン。 スタンたちにも 厳しい言葉を投げかける強面の彼だが、 街の人々から の人望は厚く頼れる存在という話が聞ける。","","「奥様ネットワーカー」の 称号は、おばさんたちとの 会話が終わると入手できる。 おばさんたちと会話した あと、ドライデンを訪ねると 彼が意外にも照れる。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"065","世紀のモテ男決定戦","Popularity Battle","首都ダリルシェイド (→P190)","Darilsheid","No.43 王様との謁見~","No.43 Audience with the king ~","ウッドロウ称号「ロイヤルオーラ」","Woodrow's title [Royal Aura]","ウッドロウに「イザークの息子」をセットし、 ダリルシ エイドの武器屋付近にいるキャットガールに話しかけ ると発生する。 七将軍一のキザ男リーンが登場し、コ ングマンとモテ男対決を実施。 しかし、 投票の結果な ぜか対決に参加していないウッドロウが勝利する。","","","","","","","",""
"066","誘拐事件","Kidnapping","首都ダリルシェイド(→P190)","Darilsheid","No.43 王様との謁見~No.43 オベロン秘密工場到着前","No.43 Audience with the king ~ No.43 Before Oberon Hidden Factory","道具 「マジカルアロマ」","Item [Magical Aroma]","「元義勇軍メンバー」をマリーにセットした状態で、 セ インガルド城2階左側にある部屋を訪れると発生。 王 妃の誘拐事件が発生し、 スタン一行は捜査に協力する ことになる。 犯人が潜伏しているストレイライズの森 へ向かい、 賊を倒すと事件は解決。 じつは賊を送り込 んだ黒幕はヒューゴであり、 ""神の眼”強奪の際に城を 混乱させ、対応を遅らせる狙いがあった。","","王妃を助ける際にバンデ イットと戦闘になる。 準備し てから捜索に出かけよう。","","","Boss Info Table","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"067","爆発、雑学、 博学","Triva","ハーメンツの村(→P188)","Harmentz","No.43 王様との謁見~","No.43 Audience with the king ~","フィリア称号「元祖雑学王」、 ウッドロウ称号 「本家雑学王」","Philia's title [Trivia Queen], Woodrow's title [Original King of Trivia]","少年に出題されるファンダリア王に関するクイズ に、ウッドロウとフィリアが答えるイベント。 ハーメン ツの北側の入口付近にいるさすらいクイズ少年に話し かけると発生し、ふたりの称号が手に入る。 少年のあ まりの博識ぶりに一同は感心しきりとなる。","","このイベントの直後、 通 常ではなかなか気づきにく いレアチャットが発生する。","","","","","",""
"068","昔の仲間","Old Friend","ハーメンツの村 (→P188)","Harmentz","No.43 王様との謁見~","No.43 Audience with the king ~","ルーティブラストキャリバー 「ライフディスチャージ」、 5000ガルド","Rutee's blast caliber [Life Discharge], 5000 Gald","ルーティに「元レンズハンター」をセットして、 ハーメ ンツのウォルトの屋敷にいる緑髪のボディガードに話 しかけると発生する。 かつてのハンター仲間からジェ ノス近くの神殿にいると伝言を伝えられ、 自動的に神 殿へ移動。 昔、お尋ね者であったルーティをセインガ ルド兵に売り渡そうとする場面が見られる。","","セインガルドに協力して いるルーティは逮捕されず、 逆に仲間が連行される。","","","","","",""
"069","ダーゼンの独り言","Darzen's Soliloquy","首都ハイデルベルグ (→P240)","Heidelberg","No.43 王様との謁見~No.58 ヒューゴ戦","No.43 Audience with the king ~ No.58 Fight against Hugo","-","-","ハイデルベルグ城を訪れて玉座に向かうまえに下 記の5人に話しかけると、 ウッドロウが仕事を頼まれて しまう。 ウッドロウは自室にこもって仕事に取りかかる が、そのあいだにダーゼンと話すことで、スタンたち はウッドロウの両親にまつわる話を聞くことができる。","","仕事を受ける人数が少な いとウッドロウがすぐに戻 り、最後まで話が聞けない。","","","Excel Table","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"070","化け猫","Miawster","クレスタの街(→P251)","Cresta","No.44 オベロン秘密工場到着~","No.44 Arriving in Oberon's Secret Factory ~","フィリア称号 「ボムアルケミスト」、 ゲームパスワード","Philia's title [Bomb Alchemist]","クレスタの噴水広場にいる女性に話しかけると発 生。 女性にペットの健康状態が悪いと相談される。 そ れを聞いたフィリアは自分が精製した薬品を提供する が、薬を与えるたびにペットの姿が変化してしまう。","","","","","","","",""
"071","レディチェルシー","Lady Chelsea","ラディスロウ (浮上) (→P260)","Radisrol"," No.46 リトラー登場~No.58 ヒューゴ戦","No.46 Ritora's appearance ~ No.58 Fight against Hugo","チェルシー称号「大人に憧れる少女」","Chelsea's title [Little Lady]","ラディスロウの出入口のちょうど真下にある部屋に  入ると発生。 子供扱いされるのが大嫌いなチェルシ  一が、大人の女性になるために、アドバイスを次々と  取り入れ究極のファッションを目指すというイベント。","","下記の「チェルシーとウッ  ドロウの出会い」 発生に必  要な称号がもらえる。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"072","チェルシーとウッドロウの出会い","Chelsea Meets Woodrow","トーンの山小屋(→P178)","Torn's Cabin"," No.46 リトラー登場~No.72 各国のレンズ収集が完了","No.46 Ritora's appearance ~ No.72 Lens collecting completed"," 下記参照","See Below","チェルシーに称号「大人に憧れる少女」をセットして、
 トーンの山小屋のアルバと話すと発生。 ウッドロウと
 チェルシーが出会ったときの話が聞ける。 ウッドロウ
 の弓術指導のため、 幼いチェルシーを連れてハイデル
 ベルグ城を訪れたアルバ。 そのアルバからつきっきり
 で指導を受けるウッドロウに、 チェルシーは家族を取
 らないでと泣いて突っかかったという内容だ。","","このサブイベントは入手  できるものが多いので、必  ずチェックしよう。","","","excel table for reward","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"073","セインガルド王の世継","Seinegald's King Succession","首都ダリルシェイド(→P190)","Darilsheid","No.46 リトラー登場~No.58 ヒューゴ戦","No.46 Ritora's appearance ~ No.58 Fight against Hugo","-","-","『ダグ兄弟』 (→P329) をクリアしており、かつウッド  ロウに称号「兄きぶん」 をセットした状態で、 セインガ  ルド城謁見の間にいる国王に話しかけると発生。 後継  者を誰にするべきか悩む国王は、ついに王の座を七将  軍のアシュレイに譲ることに決める。 だが、 当のアシ  ュレイはその申し出を断ってしまう。","","","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"074","とある兵士の求愛②","Soldier's Advance 2","首都ダリルシェイド(→P190)","Darilsheid","No.46 リトラー登場~No.58 ヒューゴ戦","No.46 Ritora's appearance ~ No.58 Fight against Hugo","-","-","『とある兵士の求愛1』 (→P328) をクリアした状
 態で、 ダリルシェイド酒場に正面入口から入るとイベ
 ントが発生する。 ルーティに惚れてしまったあらくれ
 兵士が懲りずにふたたび彼女に絡んでくるのだ。","","しつこい兵士の態度にご  立腹のルーティは、 ついに  剣を突き立ててしまう。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"075","ああ、僕の憧れ漆黒の翼②","Yearning to join the Dark Wings 2","首都カルビオラ (→P208)","Calviola"," No.46 リトラー登場~","No.46 Ritora's appearance~","-","-","『ああ、僕の憧れ漆黒の翼1」 (→P330)をクリアし
 ている状態で、 前回と同じカルビオラの入口右側の水
 辺にいる少年に話しかけると発生する。 1回目のイベ
 ントで漆黒の翼に弟子入りしたいと言っていた少年ト
 ッシューだが、彼のその後について聞くことができる。","","トッシューは再会するや  いなや、 漆黒の翼に弟子入  りしたことを報告する。","","","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"076","カルビオラのエレナ②","Calviola's Elena 2","首都カルビオラ (→P208)","Calviola","No.46 リトラー登場~","No.46 Ritora's appearance~","フィリア称号「バードアウトケージ」","Philia's title [Bomb Alchemist]","「カルビオラのエレナ1』(→P330) をクリアしてチ
 ェリクのバルック基金本社を訪れると、 エレナの父ナ
 ッシュに出会う。 彼と会ったのちに、 カルビオラのオ
 ベロン社左手にある民家を訪ねるとイベントが発生。
 ナッシュがこの民家に訪れていた理由をエレナに明か
 すことで、失われかけていた親子の絆が甦る。","","カゴの中の鳥?」 (→  P341)には、このイベント  で入手する称号が必要。","","","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"077","カゴの中の鳥？","Bird in a Cage?","国境の街ジェノス (→P182)","Janos","No.46 リトラー登場~","No.46 Ritora's appearance~","道具「ゲインマテリアル」","Item [Gain Material]","『通行証がない!」(→P328) で登場した 「通行証」
 をなくした男が、 再びジェノスの宿屋の前に立ってい
 る。 フィリアに称号「バードアウトケージ」をセットして
 話しかけると発生し、 彼を勇気づけられる。","","「通行証がない!」をクリ  アしていなくても、 称号をセ  ットしていれば見られる。","","","","","",""
"078","甘いものがお好き","I Like Sweet Things","ノイシュタットの街(→P213)","Neustadt","No.46 リトラー登場~No.58 ヒューゴ戦","No.46 Ritora's appearance ~ No.58 Fight against Hugo","-","-","ノイシュタットのアイスキャンディー屋を訪ねると発
 生。 スタンがリオンのことを思い出しながらもの思い
 にふけっていると、 独り言を聞いたアイスチャンディー
 屋の店主が声をかけてくる。 ひとりでここを訪れてい
 たというリオンの意外な一面が判明する。","","リオンは嫌いなフリをし  ていただけで、 本当は食べ  たかったようだ。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"079","母の面影・リオン編","Mother's Face: Leon","首都ダリルシェイド (→P190)","Darilsheid","No.46 リトラー登場~","No.46 Ritora's appearance~","-","-","上記の『甘いものがお好き』を見て、なおかつマリー に称号「家庭料理人」をセットした状態で、 ヒューゴ邸 のメイドに話しかけると発生する。 夕食の献立をどう するかで悩むメイドに、マリーがメニューを提案。 メ イドがそのメニューのレシピを見ようと料理本を開く とクリスの古いメモが見つかるといった内容だ。","","このイベントと『ルーティ 編』 (→P344) が 『クリス編』 (→P344)につながる。","","","","","",""
"080","街のヒーロー","City Hero","ノイシュタットの街(→P213)","Neustadt","No.46 リトラー登場~","No.46 Ritora's appearance~","コングマン称号「街のヒーロー」","Kongman's title [City Hero]","ノイシュタットの噴水広場から道具屋に続く道に立 っているおじいさんに話しかけると発生。 ここで 「俺 様はコングマンだ!」を選択すると、 おじいさんはコン グマンの大ファンだという。 そして、死ぬまえに一度 殴ってほしいと無茶なお願いをしてくる。","","この拳は人を守るもの、 そう語るコングマン。 彼が愛 される理由が垣間見える。","","","","","",""
"081","フェイト","Fayte","モリュウ領(→P222)","Moreau","No.46 リトラー登場~No.58 ヒューゴ戦","No.46 Ritora's appearance ~ No.58 Fight against Hugo","-","-","マリーに称号「ブレイカー」 をセットした状態でモリ ュウ領の広場に行き、 掲示板前のリアーナに話しかけ ると発生する。 世界の行く末を案ずるリアーナとスタ ンたちがジョニーについてあれこれ話し合う。ジョニ ーは元気かとたずねるスタンに、 リアーナはジョニー の本当の気持ちは誰にもわからないと告げる。","","ジョニーが道化を演じて いる理由は、 フェイトとの過 去にあると教えてもらえる。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"082","リアーナ姫","Princess Rhianna","モリュウ領 (→P222)","Moreau","No.46 リトラー登場~No.58 ヒューゴ戦","No.46 Ritora's appearance ~ No.58 Fight against Hugo","道具「ラピッドマテリアル」","Item [Rapid Material]","チェルシーに称号「美人薄命」をセットした状態で、 モリュウ領の広場にある掲示板前のリアーナに話しか けると発生。 王妃の仕事についてたずねるチェルシー に、リアーナはさまざまな苦労話を聞かせる。","","国を統治する王を献身的 に支える王妃。 気苦労が絶 えないようである。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"083","リリスとの誓い","Lilith's Promise","リーネの村(→P248)","Lienea","No.46 リトラー登場~","No.46 Ritora's appearance ~","スタン称号「闘技場覇者」、リリスが加入","Stahn's title [Arena Champion], Lilith joins","リリスが仲間に加わる重要なサブイベント。 まず、リ トラー登場後にリーネの村にあるスタンの家へ行き、 リリスとスタンのイベントを発生させる。 その後ノイ シュタットに向かい、スタンで闘技場のランク4をクリ アするとリリスが乱入する。 彼女に勝利すれば、パー ティメンバーとしてリリスが加入することになる。","","手順がやや複雑だが、 リ リス加入時点でこのイベン トは終了となる。","","","","","",""
"084","バッカスの決意","Bacchus' Resolution","リーネの村(→P248)","Lienea","No.46 リトラー登場~","No.46 Ritora's appearance ~","リリス称号「炎ガール」","Lilith's title [Flame Girl]","リリスがパーティにいる状態でスタンに称号「リリス の兄」をセットし、 リーネの村にあるバッカスの家の前 にいるバッカスに話しかけると発生。 真剣な面持ちで スタンとリリスに話をするバッカスだが、 たいした内 容ではないことを知ったリリスが激怒する。","","入手できる「炎ガール」の 称号は、下記の 『新将軍』 発 生条件のひとつ。","","","","","",""
"085","新将軍","New General","首都ダリルシェイド(→P190)","Darilsheid","No.46 リトラー登場~No.58 ヒューゴ戦","No.46 Ritora's appearance ~ No.58 Fight against Hugo","-","-","リリスに称号「炎ガール」 をセットし、 セインガルド城 の謁見の間にいるドライデンに話しかけると発生。 リ オンについて憤慨するドライデンだが、 それがリオン にかけていた期待の裏返しだったとわかる。","","ドライデンは、リオンがセ インガルドの新しい将軍に なることを願っていた。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"086","ポケットドラゴン①","PokeDragon 1","リーネの村(→P248)","Lienea","No.46 リトラー登場~No.73 ダイクロフト突入前","No.46 Ritora's appearance ~ No.73 Before entering Dycroft","リリス称号「ドラゴンフォスター」","Lilith's title [Dragon Nurturer]","リリスがパーティに加入しており、かつチェルシーに 称号「猿号擁柱」をセットした状態で、 期間中にリーネ 村のスタンの家にいるトーマスに話しかけると発生す る。 家の外の木に何かが引っ掛かっているというトー マスの話を聞き、チェルシーが得意の弓矢を使ってそ れを落としてくれる。 木に引っ掛かっていたものはな んと巨大な卵。 唖然とするスタンたちを尻目に卵は孵 化し、ドラゴンの幼生が顔を出す。 ドラゴンから母親と 勘違いされたリリスは、ドラゴンを飼うことになる。","","貴重な防具がもらえる 『ポ ケットドラゴン2」 (→P352) につながるイベントだ。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"087","かくれんぼ","Hide and Seek","クレスタの街(→P251)","Cresta","No.46 リトラー登場~No.58 ヒューゴ戦","No.46 Ritora's appearance ~ No.58 Fight against Hugo","ルーティ称号「孤児院の長女」","Rutee's title [Eldest Orphan]","フィリアに称号「A級エージェント」をセットし、 クレ スタの雑貨屋隣りにある家の前に立つシスターと話 すと発生。 仲の悪い町長夫人が何かをたくらんでいる らしく、様子をうかがってきてほしいと頼まれる。 こ のあと称号「A級エージェント」 をセットした状態で町 長の家の窓を調べるとイベントが進む。 発表会当日、 心配していたとおり孤児院の子供たちが行方不明と なる。子供たちの居場所は以下の4ヵ所。 ここを調べ れば擬態化した子供たちを発見できる。","","","","","Multiple Graphics","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"088","僕の名前は…","My name is...","クレスタの街(→P251)","Cresta","No.46 リトラー登場~No.58 ヒューゴ戦","No.46 Ritora's appearance ~ No.58 Fight against Hugo","-","-","クレスタ周辺へ行くと発生するチャット「夢のお告げ」 を見ており、コングマンに称号 「鉄拳王」 をセットして クレスタの空き家前の女の子に話しかけると発生。 女 の子からいじめっ子のことで相談される内容だ。","","会話しているところに問 題の悪ガキたちが登場。 子 供同士の口ゲンカが始まる。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"089","羊のジョナサン①","Jonathan the Sheep 1","リーネの村(→P248)","Lienea","No.47 隠された神殿クリア~","No.47 Hidden Temple cleared ~","ゲームパスワード","-","この連続イベントを開始するためには、 チャート No.15 もしくは『チャットのこ』(→P354) でフリーチ ャット 「友情を育むには」を見ていることが第一条件に なる。 その後、 リーネの村のスタンの家にいるトーマ スに話しかけると発生。 トーマスに久々に仕事を手伝 うかと聞かれたスタンが、 羊の世話をすることになる。","","羊飼いの連続イベントは 計4回。 ただし、1回目を見 ていないと次が見られない。","","","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"090","羊のジョナサン②","Jonathan the Sheep 2","ラディスロウ(浮上) (→P260)","Radisrol (Aethersphere)","No.48 攻略作戦展開 〜","","-","-","『羊のジョナサン1」で羊飼いの仕事を手伝っている ことが発生条件。 リーネの村のスタンの家にいるトー マスを訪ねると、 1回目と同じように羊を追いかけ回 す幸せそうなスタンの姿が見られる。このイベントを こなせば次の『羊のジョナサン3」が見られる","","ラディスロウの無重力エ レベータで地上へ戻り、再 び仕事を請け負おう。","","","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"091","小さな家族③","Small Family 3","ハーメンツの村 (→P188)","Harmentz","No.51 バルック撃破~No.58 ヒューゴ戦","No.51 Fight Against Baruk ~ No.58 Fight against Hugo","-","-","『小さな家族2』(→P336) を見ていると発生する 連続イベント。 前回と同じハーメンツの道具屋わきの 垂れ幕付近を調べればいい。 3回目となる今回は、2 回目で完成した鳥の巣の中に卵があるのを発見でき る。 巣の状態を観察できるのも残りあと2回だ。","","期間限定なので、 ダリル シェイドで補給するついでに ハーメンツに立ち寄ろう。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"092","漆黒の翼⑦","Dark Wings 7","アルメイダの村(→P194)","Armeida","No.59 ダリルシェイド到着~No.61 レイノルズ復帰","No.59 Arriving in Darilsheid ~ No.61 Reynolds returns ~","-","-","上記の期間中に、 アルメイダの村の広場にいる漆黒 この翼に近づくとイベントが発生。 前回はアルメイダに 定住することを決意した漆黒の翼。 しかし、 彼らはモ ンスターの襲撃に恐れをなして、 こっそり村から逃げ 出す計画を立て始める。 そんな漆黒の翼を慕う子供 が彼らの身勝手さも知らずに助けを求めてくる。","","漆黒の翼は自分たちが村 人から信頼されていること に気づき、ついに改心する。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"093","羊のジョナサン③","Jonathan the Sheep 3","リーネの村(→P248)","Lienea","No.61 宿屋で休息~","No.61 Resting at an Inn ~","-","-","『羊のジョナサン2』を見ている状態で、 リーネのス タンの家にいるトーマスに話しかけると発生。 スタン はいつものように羊の放牧を楽しそうにこなす。 あと 1回仕事を手伝えばアイテムがもらえる。","","スタンが羊を追いかけ回 す様子は、 1回目と2回目の 『羊のジョナサン」と同じだ。","","","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"094","母の面影・ルーティ編","Mother's Face: Rutee","クレスタの街 (→P251)","Cresta","No.61 宿屋で休息~","No.61 Resting at an Inn ~","ルーティ称号「ガルド乙女」","Rutee's title [Gald Maiden]","ルーティに称号「すっきりお姉さん」 をセットし、クレ スタの孤児院内、寝室のシスターに話しかけると発生。 彼女からルーティが幼少時代に書いた日記を渡され る。日記には彼女の無邪気だった頃の思い出がたくさ ん詰まっており、 ルーティは赤面する。 これは下記の 『母の面影・クリス編』 の発生条件のひとつだ。","","日記を読むと、 ルーティ は小さい頃からお金に目が なかったことがわかる。","","","","","",""
"095","母の面影・クリス編","Mother's Face: Chris","首都ダリルシェイド ( →P190)","Darilsheid","No.61 宿屋で休息~","No.61 Resting at an Inn ~","-","Rutee's title [Mother-like]","『母の面影・リオン編』(→P341)と上記の『ルーティ 編』をクリアした状態で、 ダリルシェイドにあるヒューゴ 邸のメイドに話しかけると発生。 リオンとルーティの 母であるクリスが若かりし頃に綴った日記を手渡さ れ、ちょっと恥ずかしいその中身を見ることができる。","This event occurs when you talk to the maid at Hugo's mansion in Darilsheid after you have completed ""Mother's Face: Leon"" (sub 79) and ""Rutee"" (sub 94). The maid will give you a diary written in her youth by Chris, the mother of Leon and Rutee, and you will be able to look at the contents of the diary, which are a little embarrassing.","ここで入手できる「母似」 の称号は、右記の『ヒューゴ の日記』 発生に必要だ。","","","","","",""
"096","流れのレンズ占い師","Lens Diviner","旅人の小屋","Traveler's Lodge","No.61 宿屋で休息~","No.61 Resting at an Inn ~","-","-","スタンに称号「田舎の正直者」をセットしてフィール ドにある旅人の小屋に行き、 コミュニ爺のわきに立つ レンズ占い師に話しかけると発生。 占いごとがないス タンに、レンズのある秘密を教えてくれる。","","イベント後は占い師がい なくなるが、 同じ場所でレア チャットが連続で見られる。","","","","","",""
"097","その後のマリアン","Marian","首都ダリルシェイド (→P190)","Darilsheid","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","ルーティに称号「強欲の魔女」 をセットし、ヒューゴ 邸にいるマリアンに話しかけると発生。 ずっとリオン の帰りを待つマリアンの姿を見たルーティが、 マリア ンとひとつの約束を交わすという内容だ。","","ルーティはいつまでもリ オンのことで苦しまず、 屋 敷を出てほしいと告げる。","","","","","",""
"098","ヒューゴの記憶","Hugo's Memory","首都ダリルシェイド(→P190)","Darilsheid","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","『流れのレンズ占い師」を見ており、 ルーティに称号 「母似」をセットした状態でヒューゴ邸の玄関左側にある 写真立てを調べると、 イベントが発生。 写真立てからこ ぼれ落ちたレンズ。 そのレンズに映し出される映像か ら、ヒューゴの過去をうかがい知ることができる。","","レンズには、 ミクトランに 人格を奪われた悲しい人間 の行動が映されていた。","","","","","",""
"099","演技の仮面","Poker Face","トーンの山小屋(→P178)","Torn's Cabin","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","チェルシー称号「女優の仮面」","Chelsea's title [Actress Guise]","トーンの山小屋から裏山のケヤキの木がある場所 を訪れると発生。 久しぶりにケヤキの木を見たスタン は、初めてチェルシーと出会った際、 彼女がケヤキの 木と話していたことを思い出す。 でまかせをいまだに 信じているスタンに、 本当のことが言い出せないチェ ルシーは必死でケヤキの木と会話するフリをする。","","スタンの前であれこれと ケヤキの木に話かけるチェ ルシーが可愛らしい。","","","","","",""
"100","ホームシック","Homesickness","国境の街ジェノス (→P182)","Janos","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","『チェルシーとウッドロウの出会い」(→P340)を見 ており、チェルシーに称号「こどな」 をセットした状態 でジェノスの宿屋にいる旅行者に話しかけるとイベン トが発生。 突然ホームシックにかかったチェルシーが トーンの山小屋へ帰ってしまう。","","トーンの山小屋には、こ のサブイベント後、 自動的に 引き返すことになる。","","","","","",""
"101","自分らしく","Be Yourself","アルメイダの村(→P194)","Armeida","No.61 レイノルズ復帰~No.64 ベルセリウム入手","No.61 Reynolds returns ~ No.64 Berselium acquired","-","-","『セインガルド王の世継』(→P340)を見ていること が第一条件。チェルシーに称号「女優の仮面」をセット して、アルメイダの道具屋の階段付近にいるアシュレ イに話しかけると、 モンスターから村を救い、住民に 感謝されて喜ぶアシュレイの姿が見られる。","","アシュレイは王族の生ま れであることに悩んできた が、この一件で吹っ切れる。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"102","バティスタの記憶","Batista's Memory","首都カルビオラ(→P208)","Calviola","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","『流れのレンズ占い師』(→P344) を見ており、 フィ リアに称号「ボムアルケミスト」 をセットした状態でカ ルビオラ神殿の図書室にある南東の本棚を調べると 発生。 レンズにはバティスタの幼少時代の映像が記録 されており、当時の彼の様子が見られる。","","幼い頃のバティスタは、イ メージとは真逆の純真で無 邪気な少年に過ぎなかった。","","","","","",""
"103","イレーヌの記憶","Irene's Memory","ノイシュタットの街(→P213)","Neustadt","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","イレーヌの過去をうかがい知ることができるサブイ ベント。『流れのレンズ占い師』(→P344) クリア後に、 コングマンに称号「神に戦いを挑む男」をセット。 その 状態でノイシュタットのイレーヌ邸にある彼女の机を 調べると、 イレーヌの映像が記録されたレンズが見つ かり、そこに記録された過去の映像が見られる。","","イレーヌの過去の映像に は、理想と現実の狭間で葛 藤する彼女の姿があった。 掲げた理想を現実のもの とするため、 彼女は日々ま い進していたのだった。","","","","","",""
"104","コング劇場","Kong Theatre","ノイシュタットの街(→P213)","Neustadt","No.61 レイノルズ復帰 〜","No.61 Reynolds returns ~","コングマン称号「☆スター☆」","Kongman's title [☆Star☆]","コングマンに称号「トップレスマン」 をセットし、ノイ シュタットのアイスキャンディー屋の近くに立つ新人舞 台監督に話しかけると発生する。 彼の話ではコングマ ンが彼の舞台の主役に抜擢したいという。 公演はミニ ゲーム形式になっており、監督が出す指示に従ってボ タンに割り当てられた演技をこなしていく。 各種演技 に対応したボタンは下記のとおり。▲→ 〇 → ▲ → X → [ ] と入力すれば公演は成功となる。","","監督から出される指示は 5回。 意識を集中して入力 ミスのないようにしよう。","","Excel Table","","","",""
"105","ノイシュタット","Neustadt","ノイシュタットの街(→P213)","Neustadt","No.61 レイノルズ復帰 ~","No.61 Reynolds returns ~","-","-","コングマンに称号「街のヒーロー」 をセットし、ノイ シュタットの港で買い物をしている女性に話しかける と発生。 もめごとが頻発しているという話を聞き、 コ ングマンがその仲裁に入るといったイベントだ。","","スタンをも巻き込んだ住 民と移民のもめごとは、子 供の言葉によって止まる。","","","","","",""
"106","レンブラントの記憶","Rembrandt's Memory","ノイシュタットの街(→P213)","Neustadt","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","『流れのレンズ占い師』(→P344)をクリアしており、 リリスに称号「ドラゴンフォスター」の称号をセット。 イ レーヌ邸2階の彼女の部屋で、 奥にある本棚の日記を 調べると発生する。 日記にはイレーヌの父であるレン ブラントの想いが込められたレンズが挟まっており、 レンズが映し出す彼の過去の姿を見ることができる。","","","","","","","",""
